crime_date,primary_type,count
2017-02-02,MOTOR VEHICLE THEFT,32
2017-02-02,PUBLIC PEACE VIOLATION,3
2017-02-02,ARSON,1
2017-02-02,NARCOTICS,32
2017-02-02,OFFENSE INVOLVING CHILDREN,4
2017-02-02,INTIMIDATION,1
2017-02-02,WEAPONS VIOLATION,9
2017-02-02,CRIM SEXUAL ASSAULT,2
2017-02-02,CRIMINAL TRESPASS,17
2017-02-02,BURGLARY,45
2017-02-02,CRIMINAL DAMAGE,62
2017-02-02,SEX OFFENSE,2
2017-02-02,KIDNAPPING,1
2017-02-02,DECEPTIVE PRACTICE,78
2017-02-02,ASSAULT,41
2017-02-03,ROBBERY,26
2017-02-03,PUBLIC PEACE VIOLATION,5
2017-02-03,LIQUOR LAW VIOLATION,1
2017-02-03,ASSAULT,36
2017-02-03,CRIMINAL DAMAGE,65
2017-02-03,WEAPONS VIOLATION,9
2017-02-03,BURGLARY,43
2017-02-03,CRIM SEXUAL ASSAULT,1
2017-02-03,PROSTITUTION,3
2017-02-03,CRIMINAL TRESPASS,20
2017-02-03,BATTERY,96
2017-02-03,INTERFERENCE WITH PUBLIC OFFICER,1
2017-02-03,HOMICIDE,2
2017-02-03,INTIMIDATION,1
2017-02-03,STALKING,1
2017-02-03,SEX OFFENSE,4
2017-02-03,ARSON,2
2017-02-03,OTHER OFFENSE,49
2017-02-03,OFFENSE INVOLVING CHILDREN,5
2017-02-03,DECEPTIVE PRACTICE,57
2017-02-03,THEFT,151
2017-02-03,NARCOTICS,58
2017-02-03,MOTOR VEHICLE THEFT,35
2017-02-04,CRIMINAL TRESPASS,19
2017-02-04,THEFT,156
2017-02-04,CONCEALED CARRY LICENSE VIOLATION,1
2017-02-04,PROSTITUTION,1
2017-02-04,CRIM SEXUAL ASSAULT,7
2017-02-04,INTIMIDATION,2
2017-02-04,BATTERY,112
2017-02-04,OFFENSE INVOLVING CHILDREN,3
2017-02-04,OTHER OFFENSE,43
2017-02-04,INTERFERENCE WITH PUBLIC OFFICER,1
2017-02-04,WEAPONS VIOLATION,7
2017-02-04,DECEPTIVE PRACTICE,33
2017-02-04,NARCOTICS,37
2017-02-04,ASSAULT,43
2017-02-04,ROBBERY,27
2017-02-04,PUBLIC PEACE VIOLATION,1
2017-02-04,HOMICIDE,1
2017-02-04,CRIMINAL DAMAGE,67
2017-02-04,MOTOR VEHICLE THEFT,48
2017-02-04,BURGLARY,26
2017-02-04,LIQUOR LAW VIOLATION,1
2017-02-04,ARSON,1
2017-02-04,SEX OFFENSE,2
2017-02-05,ROBBERY,37
2017-02-05,OTHER OFFENSE,41
2017-02-05,INTERFERENCE WITH PUBLIC OFFICER,3
2017-02-05,THEFT,166
2017-02-05,BATTERY,162
2017-02-05,STALKING,3
2017-02-05,BURGLARY,22
2017-02-05,CRIMINAL SEXUAL ASSAULT,1
2017-02-05,MOTOR VEHICLE THEFT,44
2017-02-05,WEAPONS VIOLATION,9
2017-02-05,SEX OFFENSE,3
2017-02-05,DECEPTIVE PRACTICE,41
2017-02-05,PROSTITUTION,10
2017-02-05,LIQUOR LAW VIOLATION,1
2017-02-05,CRIM SEXUAL ASSAULT,5
2017-02-05,CRIMINAL TRESPASS,13
2017-02-05,NARCOTICS,23
2017-02-05,CRIMINAL DAMAGE,77
2017-02-05,ASSAULT,27
2017-02-05,HOMICIDE,1
2017-02-05,ARSON,1
2017-02-05,OFFENSE INVOLVING CHILDREN,5
2017-02-06,HOMICIDE,2
2017-02-06,ROBBERY,29
2017-02-06,BURGLARY,55
2017-02-06,NARCOTICS,29
2017-02-06,KIDNAPPING,1
2017-02-06,ASSAULT,50
2017-02-06,CRIMINAL DAMAGE,90
2017-02-06,DECEPTIVE PRACTICE,75
2017-02-06,OTHER OFFENSE,45
2017-02-06,ARSON,1
2017-02-06,OFFENSE INVOLVING CHILDREN,5
2017-02-06,PUBLIC PEACE VIOLATION,3
2017-02-06,WEAPONS VIOLATION,10
2017-02-06,CRIMINAL TRESPASS,18
2017-02-06,OBSCENITY,1
2017-02-06,INTERFERENCE WITH PUBLIC OFFICER,3
2017-02-06,CRIM SEXUAL ASSAULT,3
2017-02-06,BATTERY,132
2017-02-06,SEX OFFENSE,1
2017-02-06,THEFT,172
2017-02-06,MOTOR VEHICLE THEFT,36
2017-02-07,CRIMINAL TRESPASS,15
2017-02-07,CRIMINAL SEXUAL ASSAULT,1
2017-02-07,BURGLARY,47
2017-02-07,WEAPONS VIOLATION,7
2017-02-07,ASSAULT,47
2017-02-07,OTHER OFFENSE,47
2017-02-07,SEX OFFENSE,4
2017-02-07,CRIM SEXUAL ASSAULT,3
2017-02-07,PUBLIC PEACE VIOLATION,6
2017-02-07,MOTOR VEHICLE THEFT,35
2017-02-07,ROBBERY,26
2017-02-07,OFFENSE INVOLVING CHILDREN,3
2017-02-07,INTERFERENCE WITH PUBLIC OFFICER,2
2017-02-07,KIDNAPPING,1
2017-02-07,DECEPTIVE PRACTICE,74
2017-02-07,THEFT,159
2017-02-07,STALKING,1
2017-02-07,CRIMINAL DAMAGE,73
2017-02-07,NARCOTICS,25
2017-02-07,BATTERY,119
2017-02-08,NARCOTICS,31
2017-02-08,OFFENSE INVOLVING CHILDREN,3
2017-02-08,GAMBLING,1
2017-02-08,SEX OFFENSE,3
2017-02-08,BATTERY,112
2017-02-08,OTHER OFFENSE,58
2017-02-08,DECEPTIVE PRACTICE,59
2017-02-08,HOMICIDE,1
2017-02-08,MOTOR VEHICLE THEFT,20
2017-02-08,PUBLIC PEACE VIOLATION,1
2017-02-08,CRIM SEXUAL ASSAULT,3
2017-02-08,ARSON,1
2017-02-08,INTIMIDATION,1
2017-02-08,THEFT,154
2017-02-08,ROBBERY,37
2017-02-08,ASSAULT,48
2017-02-08,STALKING,1
2017-02-08,CRIMINAL TRESPASS,19
2017-02-08,BURGLARY,36
2017-02-08,CRIMINAL DAMAGE,68
2017-02-08,WEAPONS VIOLATION,8
2017-02-08,PROSTITUTION,1
2017-02-09,PROSTITUTION,5
2017-02-09,CRIM SEXUAL ASSAULT,5
2017-02-09,BATTERY,92
2017-02-09,CRIMINAL SEXUAL ASSAULT,1
2017-02-09,ARSON,3
2017-02-09,THEFT,158
2017-02-09,SEX OFFENSE,2
2017-02-09,CRIMINAL TRESPASS,24
2017-02-09,GAMBLING,2
2017-02-09,NARCOTICS,39
2017-02-09,INTERFERENCE WITH PUBLIC OFFICER,2
2017-02-09,WEAPONS VIOLATION,8
2017-02-09,ASSAULT,45
2017-02-09,INTIMIDATION,1
2017-02-09,ROBBERY,25
2017-02-09,HOMICIDE,2
2017-02-09,BURGLARY,40
2017-02-09,OFFENSE INVOLVING CHILDREN,3
2017-02-09,KIDNAPPING,1
2017-02-09,MOTOR VEHICLE THEFT,33
2017-02-09,DECEPTIVE PRACTICE,56
2017-02-09,PUBLIC PEACE VIOLATION,3
2017-02-09,CRIMINAL DAMAGE,65
2017-02-09,OTHER OFFENSE,52
2017-02-09,LIQUOR LAW VIOLATION,1
2017-02-10,CRIMINAL DAMAGE,80
2017-02-10,BATTERY,133
2017-02-10,ASSAULT,49
2017-02-10,DECEPTIVE PRACTICE,66
2017-02-10,PUBLIC PEACE VIOLATION,6
2017-02-10,ARSON,2
2017-02-10,CRIM SEXUAL ASSAULT,3
2017-02-10,CRIMINAL TRESPASS,23
2017-02-10,PROSTITUTION,2
2017-02-10,SEX OFFENSE,2
2017-02-10,NARCOTICS,46
2017-02-10,THEFT,142
2017-02-10,MOTOR VEHICLE THEFT,44
2017-02-10,ROBBERY,29
2017-02-10,WEAPONS VIOLATION,10
2017-02-10,BURGLARY,36
2017-02-10,OFFENSE INVOLVING CHILDREN,8
2017-02-10,INTERFERENCE WITH PUBLIC OFFICER,4
2017-02-10,OTHER OFFENSE,61
2017-02-11,CRIMINAL SEXUAL ASSAULT,1
2017-02-11,MOTOR VEHICLE THEFT,25
2017-02-11,OTHER OFFENSE,45
2017-02-11,ASSAULT,42
2017-02-11,ARSON,1
2017-02-11,BATTERY,106
2017-02-11,CRIMINAL TRESPASS,19
2017-02-11,CRIM SEXUAL ASSAULT,8
2017-02-11,DECEPTIVE PRACTICE,47
2017-02-11,NARCOTICS,27
2017-02-11,KIDNAPPING,1
2017-02-11,PUBLIC PEACE VIOLATION,5
2017-02-11,SEX OFFENSE,1
2017-02-11,HOMICIDE,4
2017-02-11,OFFENSE INVOLVING CHILDREN,9
2017-02-11,ROBBERY,43
2017-02-11,BURGLARY,42
2017-02-11,INTERFERENCE WITH PUBLIC OFFICER,5
2017-02-11,WEAPONS VIOLATION,10
2017-02-11,STALKING,1
2017-02-11,CRIMINAL DAMAGE,83
2017-02-11,THEFT,179
2017-02-11,INTIMIDATION,1
2017-02-12,BURGLARY,21
2017-02-12,OFFENSE INVOLVING CHILDREN,6
2017-02-12,THEFT,148
2017-02-12,BATTERY,155
2017-02-12,NARCOTICS,30
2017-02-12,WEAPONS VIOLATION,8
2017-02-12,CRIMINAL TRESPASS,16
2017-02-12,OTHER OFFENSE,39
2017-02-12,INTERFERENCE WITH PUBLIC OFFICER,4
2017-02-12,DECEPTIVE PRACTICE,39
2017-02-12,SEX OFFENSE,1
2017-02-12,CRIM SEXUAL ASSAULT,2
2017-02-12,LIQUOR LAW VIOLATION,3
2017-02-12,MOTOR VEHICLE THEFT,26
2017-02-12,HOMICIDE,2
2017-02-12,PROSTITUTION,2
2017-02-12,ARSON,1
2017-02-12,ASSAULT,52
2017-02-12,ROBBERY,37
2017-02-12,CRIMINAL DAMAGE,84
2017-02-12,PUBLIC PEACE VIOLATION,3
2017-02-13,DECEPTIVE PRACTICE,54
2017-02-13,NARCOTICS,29
2017-02-13,BATTERY,99
2017-02-13,CRIMINAL SEXUAL ASSAULT,2
2017-02-13,ASSAULT,61
2017-02-13,OTHER OFFENSE,55
2017-02-13,ARSON,1
2017-02-13,BURGLARY,40
2017-02-13,INTERFERENCE WITH PUBLIC OFFICER,5
2017-02-13,MOTOR VEHICLE THEFT,37
2017-02-13,ROBBERY,29
2017-02-13,CRIMINAL DAMAGE,90
2017-02-13,WEAPONS VIOLATION,14
2017-02-13,THEFT,169
2017-02-13,PUBLIC PEACE VIOLATION,4
2017-02-13,SEX OFFENSE,1
2017-02-13,CRIMINAL TRESPASS,20
2017-02-13,CRIM SEXUAL ASSAULT,4
2017-02-13,OFFENSE INVOLVING CHILDREN,5
2017-02-14,CRIM SEXUAL ASSAULT,2
2017-02-14,INTIMIDATION,1
2017-02-14,BATTERY,132
2017-02-14,CRIMINAL TRESPASS,18
2017-02-14,NARCOTICS,25
2017-02-14,CRIMINAL SEXUAL ASSAULT,1
2017-02-14,PROSTITUTION,2
2017-02-14,THEFT,157
2017-02-14,KIDNAPPING,1
2017-02-14,SEX OFFENSE,2
2017-02-14,ROBBERY,24
2017-02-14,WEAPONS VIOLATION,9
2017-02-14,CRIMINAL DAMAGE,63
2017-02-14,HOMICIDE,6
2017-02-14,STALKING,2
2017-02-14,INTERFERENCE WITH PUBLIC OFFICER,7
2017-02-14,MOTOR VEHICLE THEFT,31
2017-02-14,ARSON,2
2017-02-14,PUBLIC PEACE VIOLATION,3
2017-02-14,BURGLARY,49
2017-02-14,OTHER OFFENSE,64
2017-02-14,DECEPTIVE PRACTICE,45
2017-02-14,OFFENSE INVOLVING CHILDREN,7
2017-02-14,ASSAULT,59
2017-02-15,CRIMINAL SEXUAL ASSAULT,1
2017-02-15,NARCOTICS,39
2017-02-15,LIQUOR LAW VIOLATION,3
2017-02-15,ASSAULT,49
2017-02-15,WEAPONS VIOLATION,9
2017-02-15,SEX OFFENSE,2
2017-02-15,BATTERY,117
2017-02-15,MOTOR VEHICLE THEFT,20
2017-02-15,ROBBERY,31
2017-02-15,DECEPTIVE PRACTICE,51
2017-02-15,CRIM SEXUAL ASSAULT,2
2017-02-15,BURGLARY,40
2017-02-15,KIDNAPPING,1
2017-02-15,ARSON,3
2017-02-15,OTHER OFFENSE,56
2017-02-15,HOMICIDE,7
2017-02-15,CRIMINAL TRESPASS,17
2017-02-15,INTERFERENCE WITH PUBLIC OFFICER,3
2017-02-15,THEFT,151
2017-02-15,PUBLIC PEACE VIOLATION,4
2017-02-15,OFFENSE INVOLVING CHILDREN,1
2017-02-15,CRIMINAL DAMAGE,68
2017-02-16,MOTOR VEHICLE THEFT,40
2017-02-16,CONCEALED CARRY LICENSE VIOLATION,1
2017-02-16,THEFT,182
2017-02-16,NARCOTICS,34
2017-02-16,HOMICIDE,2
2017-02-16,CRIMINAL TRESPASS,19
2017-02-16,OFFENSE INVOLVING CHILDREN,7
2017-02-16,ASSAULT,39
2017-02-16,ROBBERY,26
2017-02-16,LIQUOR LAW VIOLATION,1
2017-02-16,PROSTITUTION,1
2017-02-16,ARSON,1
2017-02-16,CRIMINAL DAMAGE,57
2017-02-16,WEAPONS VIOLATION,14
2017-02-16,INTERFERENCE WITH PUBLIC OFFICER,4
2017-02-16,BATTERY,109
2017-02-16,DECEPTIVE PRACTICE,50
2017-02-16,OTHER OFFENSE,44
2017-02-16,CRIM SEXUAL ASSAULT,5
2017-02-16,BURGLARY,30
2017-02-16,KIDNAPPING,1
2017-02-16,PUBLIC PEACE VIOLATION,4
2017-02-17,OTHER OFFENSE,61
2017-02-17,BURGLARY,54
2017-02-17,ARSON,1
2017-02-17,CRIMINAL TRESPASS,18
2017-02-17,HOMICIDE,1
2017-02-17,THEFT,192
2017-02-17,NARCOTICS,43
2017-02-17,CRIMINAL DAMAGE,95
2017-02-17,CONCEALED CARRY LICENSE VIOLATION,1
2017-02-17,DECEPTIVE PRACTICE,79
2017-02-17,KIDNAPPING,1
2017-02-17,ROBBERY,30
2017-02-17,WEAPONS VIOLATION,24
2017-02-17,SEX OFFENSE,5
2017-02-17,INTERFERENCE WITH PUBLIC OFFICER,4
2017-02-17,OFFENSE INVOLVING CHILDREN,6
2017-02-17,MOTOR VEHICLE THEFT,35
2017-02-17,ASSAULT,56
2017-02-17,BATTERY,122
2017-02-17,PUBLIC PEACE VIOLATION,6
2017-02-17,CRIM SEXUAL ASSAULT,1
2017-02-18,MOTOR VEHICLE THEFT,29
2017-02-18,LIQUOR LAW VIOLATION,3
2017-02-18,BURGLARY,34
2017-02-18,SEX OFFENSE,5
2017-02-18,BATTERY,151
2017-02-18,ARSON,4
2017-02-18,OTHER OFFENSE,57
2017-02-18,CRIM SEXUAL ASSAULT,4
2017-02-18,ASSAULT,46
2017-02-18,HOMICIDE,3
2017-02-18,INTERFERENCE WITH PUBLIC OFFICER,3
2017-02-18,WEAPONS VIOLATION,26
2017-02-18,DECEPTIVE PRACTICE,45
2017-02-18,THEFT,170
2017-02-18,PUBLIC PEACE VIOLATION,6
2017-02-18,NARCOTICS,30
2017-02-18,CRIMINAL SEXUAL ASSAULT,1
2017-02-18,GAMBLING,1
2017-02-18,OFFENSE INVOLVING CHILDREN,8
2017-02-18,CRIMINAL DAMAGE,86
2017-02-18,CRIMINAL TRESPASS,17
2017-02-18,ROBBERY,20
2017-02-19,THEFT,166
2017-02-19,CRIMINAL DAMAGE,97
2017-02-19,OTHER OFFENSE,34
2017-02-19,BATTERY,158
2017-02-19,PUBLIC PEACE VIOLATION,2
2017-02-19,INTERFERENCE WITH PUBLIC OFFICER,3
2017-02-19,STALKING,2
2017-02-19,OFFENSE INVOLVING CHILDREN,3
2017-02-19,DECEPTIVE PRACTICE,31
2017-02-19,WEAPONS VIOLATION,10
2017-02-19,CRIMINAL TRESPASS,18
2017-02-19,MOTOR VEHICLE THEFT,23
2017-02-19,NARCOTICS,29
2017-02-19,SEX OFFENSE,2
2017-02-19,CRIM SEXUAL ASSAULT,7
2017-02-19,PUBLIC INDECENCY,1
2017-02-19,ASSAULT,35
2017-02-19,ROBBERY,26
2017-02-19,BURGLARY,25
2017-02-19,CRIMINAL SEXUAL ASSAULT,2
2017-02-20,ARSON,2
2017-02-20,BATTERY,132
2017-02-20,CRIMINAL TRESPASS,33
2017-02-20,CRIM SEXUAL ASSAULT,3
2017-02-20,WEAPONS VIOLATION,19
2017-02-20,ASSAULT,52
2017-02-20,KIDNAPPING,1
2017-02-20,NARCOTICS,32
2017-02-20,PUBLIC PEACE VIOLATION,3
2017-02-20,BURGLARY,33
2017-02-20,GAMBLING,1
2017-02-20,SEX OFFENSE,3
2017-02-20,ROBBERY,22
2017-02-20,OFFENSE INVOLVING CHILDREN,3
2017-02-20,THEFT,149
2017-02-20,INTIMIDATION,1
2017-02-20,CRIMINAL DAMAGE,91
2017-02-20,DECEPTIVE PRACTICE,47
2017-02-20,MOTOR VEHICLE THEFT,32
2017-02-20,INTERFERENCE WITH PUBLIC OFFICER,5
2017-02-20,OTHER OFFENSE,45
2017-02-20,LIQUOR LAW VIOLATION,1
2017-02-20,HOMICIDE,2
2017-02-21,ROBBERY,25
2017-02-21,ASSAULT,54
2017-02-21,SEX OFFENSE,2
2017-02-21,PROSTITUTION,6
2017-02-21,GAMBLING,1
2017-02-21,CRIMINAL TRESPASS,24
2017-02-21,INTERFERENCE WITH PUBLIC OFFICER,3
2017-02-21,WEAPONS VIOLATION,10
2017-02-21,PUBLIC PEACE VIOLATION,7
2017-02-21,DECEPTIVE PRACTICE,51
2017-02-21,BATTERY,118
2017-02-21,OFFENSE INVOLVING CHILDREN,7
2017-02-21,OBSCENITY,1
2017-02-21,CRIM SEXUAL ASSAULT,4
2017-02-21,THEFT,164
2017-02-21,MOTOR VEHICLE THEFT,21
2017-02-21,LIQUOR LAW VIOLATION,1
2017-02-21,CRIMINAL DAMAGE,69
2017-02-21,INTIMIDATION,1
2017-02-21,HOMICIDE,2
2017-02-21,BURGLARY,28
2017-02-21,STALKING,1
2017-02-21,NARCOTICS,29
2017-02-21,OTHER OFFENSE,50
2017-02-22,STALKING,1
2017-02-22,NARCOTICS,27
2017-02-22,CRIM SEXUAL ASSAULT,3
2017-02-22,ARSON,4
2017-02-22,MOTOR VEHICLE THEFT,22
2017-02-22,HOMICIDE,7
2017-02-22,ASSAULT,54
2017-02-22,BURGLARY,32
2017-02-22,OFFENSE INVOLVING CHILDREN,5
2017-02-22,SEX OFFENSE,2
2017-02-22,ROBBERY,28
2017-02-22,INTIMIDATION,4
2017-02-22,BATTERY,139
2017-02-22,GAMBLING,1
2017-02-22,PROSTITUTION,5
2017-02-22,CRIMINAL SEXUAL ASSAULT,1
2017-02-22,CRIMINAL DAMAGE,68
2017-02-22,OTHER OFFENSE,63
2017-02-22,PUBLIC PEACE VIOLATION,6
2017-02-22,DECEPTIVE PRACTICE,52
2017-02-22,INTERFERENCE WITH PUBLIC OFFICER,2
2017-02-22,THEFT,146
2017-02-22,WEAPONS VIOLATION,17
2017-02-22,CRIMINAL TRESPASS,14
2017-02-23,MOTOR VEHICLE THEFT,30
2017-02-23,BURGLARY,23
2017-02-23,OTHER OFFENSE,64
2017-02-23,WEAPONS VIOLATION,9
2017-02-23,THEFT,123
2017-02-23,PROSTITUTION,10
2017-02-23,BATTERY,107
2017-02-23,INTERFERENCE WITH PUBLIC OFFICER,4
2017-02-23,ASSAULT,46
2017-02-23,CRIMINAL DAMAGE,76
2017-02-23,NARCOTICS,58
2017-02-23,CRIM SEXUAL ASSAULT,4
2017-02-23,SEX OFFENSE,2
2017-02-23,CRIMINAL SEXUAL ASSAULT,1
2017-02-23,PUBLIC PEACE VIOLATION,3
2017-02-23,OFFENSE INVOLVING CHILDREN,5
2017-02-23,ROBBERY,24
2017-02-23,CRIMINAL TRESPASS,13
2017-02-23,DECEPTIVE PRACTICE,53
2017-02-24,BURGLARY,42
2017-02-24,ASSAULT,53
2017-02-24,NARCOTICS,32
2017-02-24,CRIM SEXUAL ASSAULT,2
2017-02-24,INTERFERENCE WITH PUBLIC OFFICER,5
2017-02-24,BATTERY,115
2017-02-24,GAMBLING,1
2017-02-24,OTHER OFFENSE,48
2017-02-24,WEAPONS VIOLATION,17
2017-02-24,PUBLIC PEACE VIOLATION,2
2017-02-24,STALKING,1
2017-02-24,SEX OFFENSE,6
2017-02-24,CRIMINAL SEXUAL ASSAULT,2
2017-02-24,THEFT,155
2017-02-24,CRIMINAL DAMAGE,63
2017-02-24,DECEPTIVE PRACTICE,54
2017-02-24,ROBBERY,19
2017-02-24,MOTOR VEHICLE THEFT,25
2017-02-24,CRIMINAL TRESPASS,18
2017-02-25,NARCOTICS,40
2017-02-25,CRIMINAL SEXUAL ASSAULT,1
2017-02-25,CRIMINAL DAMAGE,72
2017-02-25,OTHER OFFENSE,34
2017-02-25,MOTOR VEHICLE THEFT,32
2017-02-25,BATTERY,111
2017-02-25,SEX OFFENSE,5
2017-02-25,PUBLIC PEACE VIOLATION,1
2017-02-25,INTERFERENCE WITH PUBLIC OFFICER,2
2017-02-25,LIQUOR LAW VIOLATION,1
2017-02-25,OFFENSE INVOLVING CHILDREN,4
2017-02-25,THEFT,124
2017-02-25,WEAPONS VIOLATION,9
2017-02-25,CRIMINAL TRESPASS,24
2017-02-25,HOMICIDE,2
2017-02-25,BURGLARY,28
2017-02-25,CRIM SEXUAL ASSAULT,4
2017-02-25,ROBBERY,24
2017-02-25,DECEPTIVE PRACTICE,39
2017-02-25,ASSAULT,39
2017-02-25,ARSON,3
2017-02-26,NARCOTICS,39
2017-02-26,KIDNAPPING,1
2017-02-26,BURGLARY,15
2017-02-26,OFFENSE INVOLVING CHILDREN,2
2017-02-26,CRIMINAL TRESPASS,14
2017-02-26,ROBBERY,24
2017-02-26,INTERFERENCE WITH PUBLIC OFFICER,3
2017-02-26,MOTOR VEHICLE THEFT,27
2017-02-26,LIQUOR LAW VIOLATION,3
2017-02-26,THEFT,126
2017-02-26,ASSAULT,26
2017-02-26,BATTERY,133
2017-02-26,HOMICIDE,2
2017-02-26,WEAPONS VIOLATION,7
2017-02-26,CRIM SEXUAL ASSAULT,2
2017-02-26,PROSTITUTION,2
2017-02-26,CRIMINAL DAMAGE,63
2017-02-26,ARSON,1
2017-02-26,OTHER OFFENSE,51
2017-02-26,DECEPTIVE PRACTICE,35
2017-02-27,OTHER OFFENSE,45
2017-02-27,ROBBERY,31
2017-02-27,MOTOR VEHICLE THEFT,30
2017-02-27,CRIMINAL SEXUAL ASSAULT,1
2017-02-27,ASSAULT,48
2017-02-27,ARSON,2
2017-02-27,SEX OFFENSE,5
2017-02-27,BATTERY,119
2017-02-27,BURGLARY,29
2017-02-27,WEAPONS VIOLATION,10
2017-02-27,OFFENSE INVOLVING CHILDREN,4
2017-02-27,DECEPTIVE PRACTICE,56
2017-02-27,CRIM SEXUAL ASSAULT,3
2017-02-27,NARCOTICS,31
2017-02-27,PUBLIC PEACE VIOLATION,1
2017-02-27,CRIMINAL TRESPASS,17
2017-02-27,THEFT,143
2017-02-27,INTERFERENCE WITH PUBLIC OFFICER,1
2017-02-27,CRIMINAL DAMAGE,57
2017-02-28,WEAPONS VIOLATION,13
2017-02-28,CRIMINAL DAMAGE,53
2017-02-28,BURGLARY,48
2017-02-28,STALKING,1
2017-02-28,PROSTITUTION,2
2017-02-28,THEFT,154
2017-02-28,NARCOTICS,24
2017-02-28,CRIM SEXUAL ASSAULT,3
2017-02-28,LIQUOR LAW VIOLATION,1
2017-02-28,BATTERY,111
2017-02-28,PUBLIC PEACE VIOLATION,5
2017-02-28,CRIMINAL TRESPASS,20
2017-02-28,OFFENSE INVOLVING CHILDREN,4
2017-02-28,ROBBERY,16
2017-02-28,OTHER OFFENSE,31
2017-02-28,DECEPTIVE PRACTICE,65
2017-02-28,KIDNAPPING,2
2017-02-28,CRIMINAL SEXUAL ASSAULT,4
2017-02-28,MOTOR VEHICLE THEFT,30
2017-02-28,ASSAULT,43
2017-02-28,ARSON,1
2017-03-01,BATTERY,107
2017-03-01,INTERFERENCE WITH PUBLIC OFFICER,6
2017-03-01,STALKING,1
2017-03-01,ARSON,2
2017-03-01,CRIMINAL SEXUAL ASSAULT,4
2017-03-01,ASSAULT,43
2017-03-01,OTHER OFFENSE,70
2017-03-01,THEFT,148
2017-03-01,OFFENSE INVOLVING CHILDREN,10
2017-03-01,WEAPONS VIOLATION,4
2017-03-01,BURGLARY,36
2017-03-01,PROSTITUTION,3
2017-03-01,NARCOTICS,41
2017-03-01,PUBLIC PEACE VIOLATION,2
2017-03-01,SEX OFFENSE,9
2017-03-01,CRIMINAL DAMAGE,54
2017-03-01,ROBBERY,23
2017-03-01,DECEPTIVE PRACTICE,133
2017-03-01,CRIMINAL TRESPASS,19
2017-03-01,MOTOR VEHICLE THEFT,31
2017-03-01,CRIM SEXUAL ASSAULT,7
2017-03-01,OBSCENITY,1
2017-03-02,CRIMINAL DAMAGE,60
2017-03-02,DECEPTIVE PRACTICE,62
2017-03-02,BATTERY,107
2017-03-02,MOTOR VEHICLE THEFT,22
2017-03-02,OTHER OFFENSE,55
2017-03-02,WEAPONS VIOLATION,15
2017-03-02,NARCOTICS,51
2017-03-02,PROSTITUTION,5
2017-03-02,OFFENSE INVOLVING CHILDREN,6
2017-03-02,CRIMINAL TRESPASS,16
2017-03-02,ASSAULT,45
2017-03-02,CRIM SEXUAL ASSAULT,4
2017-03-02,PUBLIC PEACE VIOLATION,3
2017-03-02,ROBBERY,17
2017-03-02,SEX OFFENSE,2
2017-03-02,THEFT,136
2017-03-02,BURGLARY,23
2017-03-03,CRIMINAL TRESPASS,15
2017-03-03,ROBBERY,24
2017-03-03,NARCOTICS,46
2017-03-03,CRIMINAL DAMAGE,67
2017-03-03,MOTOR VEHICLE THEFT,32
2017-03-03,PUBLIC PEACE VIOLATION,4
2017-03-03,WEAPONS VIOLATION,13
2017-03-03,DECEPTIVE PRACTICE,68
2017-03-03,LIQUOR LAW VIOLATION,1
2017-03-03,INTERFERENCE WITH PUBLIC OFFICER,3
2017-03-03,THEFT,163
2017-03-03,CRIMINAL SEXUAL ASSAULT,1
2017-03-03,HOMICIDE,1
2017-03-03,OFFENSE INVOLVING CHILDREN,5
2017-03-03,BURGLARY,25
2017-03-03,CRIM SEXUAL ASSAULT,3
2017-03-03,OTHER OFFENSE,45
2017-03-03,BATTERY,113
2017-03-03,SEX OFFENSE,1
2017-03-03,ASSAULT,45
2017-03-04,PUBLIC PEACE VIOLATION,5
2017-03-04,CRIMINAL DAMAGE,66
2017-03-04,NARCOTICS,43
2017-03-04,DECEPTIVE PRACTICE,44
2017-03-04,LIQUOR LAW VIOLATION,2
2017-03-04,OFFENSE INVOLVING CHILDREN,5
2017-03-04,BATTERY,123
2017-03-04,SEX OFFENSE,4
2017-03-04,OBSCENITY,1
2017-03-04,ROBBERY,28
2017-03-04,CRIMINAL TRESPASS,19
2017-03-04,CRIM SEXUAL ASSAULT,7
2017-03-04,BURGLARY,29
2017-03-04,MOTOR VEHICLE THEFT,24
2017-03-04,WEAPONS VIOLATION,10
2017-03-04,ARSON,1
2017-03-04,THEFT,138
2017-03-04,INTERFERENCE WITH PUBLIC OFFICER,2
2017-03-04,OTHER OFFENSE,36
2017-03-04,HOMICIDE,1
2017-03-04,PROSTITUTION,5
2017-03-04,ASSAULT,40
2017-03-05,INTIMIDATION,2
2017-03-05,OTHER OFFENSE,45
2017-03-05,ROBBERY,32
2017-03-05,BATTERY,138
2017-03-05,SEX OFFENSE,2
2017-03-05,CRIMINAL DAMAGE,86
2017-03-05,ARSON,1
2017-03-05,BURGLARY,22
2017-03-05,ASSAULT,32
2017-03-05,PUBLIC PEACE VIOLATION,4
2017-03-05,CRIMINAL TRESPASS,21
2017-03-05,OFFENSE INVOLVING CHILDREN,7
2017-03-05,STALKING,3
2017-03-05,MOTOR VEHICLE THEFT,30
2017-03-05,DECEPTIVE PRACTICE,32
2017-03-05,THEFT,146
2017-03-05,INTERFERENCE WITH PUBLIC OFFICER,5
2017-03-05,NARCOTICS,39
2017-03-05,WEAPONS VIOLATION,9
