crime_date,location_description,location_category,count
2020-04-27,SMALL RETAIL STORE,indoor,9
2020-04-27,DRUG STORE,indoor,5
2020-04-27,VEHICLE NON-COMMERCIAL,other,4
2020-04-27,HOTEL / MOTEL,indoor,1
2020-04-27,STREET,outdoor,92
2020-04-27,CTA PLATFORM,other,1
2020-04-27,CREDIT UNION,other,1
2020-04-27,CTA BUS STOP,other,1
2020-04-27,PARKING LOT / GARAGE (NON RESIDENTIAL),outdoor,9
2020-04-27,DEPARTMENT STORE,indoor,3
2020-04-27,OTHER (SPECIFY),other,15
2020-04-27,JAIL / LOCK-UP FACILITY,other,1
2020-04-27,RESIDENCE - PORCH / HALLWAY,indoor,15
2020-04-27,CTA BUS,other,1
2020-04-27,"VEHICLE - OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",other,1
2020-04-27,SIDEWALK,outdoor,24
2020-04-27,RESIDENCE - GARAGE,indoor,3
2020-04-27,CONSTRUCTION SITE,other,2
2020-04-27,HOSPITAL BUILDING / GROUNDS,indoor,3
2020-04-27,GROCERY FOOD STORE,indoor,5
2020-04-27,SCHOOL - PUBLIC BUILDING,indoor,1
2020-04-27,RESIDENCE - YARD (FRONT / BACK),other,9
2020-04-27,RESTAURANT,indoor,5
2020-04-27,AIRPORT VENDING ESTABLISHMENT,other,1
2020-04-27,RESIDENCE,indoor,78
2020-04-27,CHA PARKING LOT / GROUNDS,outdoor,1
2020-04-27,ALLEY,outdoor,8
2020-04-27,SCHOOL - PUBLIC GROUNDS,indoor,1
2020-04-27,CTA TRAIN,other,2
2020-04-27,BANK,indoor,2
2020-04-27,APARTMENT,indoor,69
2020-04-27,CONVENIENCE STORE,indoor,7
2020-04-27,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,other,1
2020-04-27,COMMERCIAL / BUSINESS OFFICE,indoor,2
2020-04-28,GROCERY FOOD STORE,indoor,5
2020-04-28,PORCH,outdoor,2
2020-04-28,OTHER (SPECIFY),other,10
2020-04-28,RESIDENCE - YARD (FRONT / BACK),other,15
2020-04-28,CONVENIENCE STORE,indoor,4
2020-04-28,RESTAURANT,indoor,3
2020-04-28,DRUG STORE,indoor,4
2020-04-28,RESIDENCE - GARAGE,indoor,2
2020-04-28,BANK,indoor,2
2020-04-28,SCHOOL - PRIVATE BUILDING,other,1
2020-04-28,CTA BUS STOP,other,1
2020-04-28,SCHOOL - PUBLIC BUILDING,indoor,1
2020-04-28,ALLEY,outdoor,10
2020-04-28,MEDICAL / DENTAL OFFICE,other,1
2020-04-28,CTA PARKING LOT / GARAGE / OTHER PROPERTY,other,2
2020-04-28,CTA TRAIN,other,3
2020-04-28,CTA PLATFORM,other,2
2020-04-28,NURSING / RETIREMENT HOME,other,1
2020-04-28,POLICE FACILITY / VEHICLE PARKING LOT,other,4
2020-04-28,CTA STATION,other,1
2020-04-28,GAS STATION,outdoor,5
2020-04-28,WAREHOUSE,other,1
2020-04-28,CONSTRUCTION SITE,other,3
2020-04-28,CURRENCY EXCHANGE,indoor,2
2020-04-28,HOTEL / MOTEL,indoor,4
2020-04-28,RESIDENCE,indoor,85
2020-04-28,STREET,outdoor,102
2020-04-28,POOL ROOM,other,1
2020-04-28,SIDEWALK,outdoor,21
2020-04-28,APARTMENT,indoor,109
2020-04-28,VEHICLE NON-COMMERCIAL,other,4
2020-04-28,COMMERCIAL / BUSINESS OFFICE,indoor,5
2020-04-28,CTA BUS,other,3
2020-04-28,GOVERNMENT BUILDING / PROPERTY,indoor,1
2020-04-28,PARKING LOT / GARAGE (NON RESIDENTIAL),outdoor,12
2020-04-28,SMALL RETAIL STORE,indoor,6
2020-04-28,FACTORY / MANUFACTURING BUILDING,other,1
2020-04-28,DEPARTMENT STORE,indoor,3
2020-04-28,HOSPITAL BUILDING / GROUNDS,indoor,1
2020-04-28,RESIDENCE - PORCH / HALLWAY,indoor,15
2020-04-28,VEHICLE - COMMERCIAL,other,1
2020-04-29,SIDEWALK,outdoor,12
2020-04-29,GAS STATION,outdoor,4
2020-04-29,RESIDENCE - GARAGE,indoor,5
2020-04-29,CHA APARTMENT,other,3
2020-04-29,SCHOOL - PUBLIC BUILDING,indoor,1
2020-04-29,CHA HALLWAY / STAIRWELL / ELEVATOR,other,1
2020-04-29,RESIDENCE - YARD (FRONT / BACK),other,5
2020-04-29,DRUG STORE,indoor,2
2020-04-29,ALLEY,outdoor,3
2020-04-29,CONVENIENCE STORE,indoor,5
2020-04-29,CTA STATION,other,2
2020-04-29,DEPARTMENT STORE,indoor,3
2020-04-29,FACTORY / MANUFACTURING BUILDING,other,2
2020-04-29,CTA BUS STOP,other,1
2020-04-29,OTHER (SPECIFY),other,18
2020-04-29,PARKING LOT / GARAGE (NON RESIDENTIAL),outdoor,11
2020-04-29,CONSTRUCTION SITE,other,1
2020-04-29,BANK,indoor,1
2020-04-29,CTA BUS,other,3
2020-04-29,HOSPITAL BUILDING / GROUNDS,indoor,1
2020-04-29,HOTEL / MOTEL,indoor,4
2020-04-29,VEHICLE NON-COMMERCIAL,other,5
2020-04-29,RESIDENCE - PORCH / HALLWAY,indoor,10
2020-04-29,"VEHICLE - OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",other,1
2020-04-29,ATM (AUTOMATIC TELLER MACHINE),other,1
2020-04-29,RESIDENCE,indoor,75
2020-04-29,POLICE FACILITY / VEHICLE PARKING LOT,other,2
2020-04-29,DRIVEWAY - RESIDENTIAL,outdoor,1
2020-04-29,OTHER COMMERCIAL TRANSPORTATION,other,1
2020-04-29,VACANT LOT / LAND,other,1
2020-04-29,SMALL RETAIL STORE,indoor,12
2020-04-29,COMMERCIAL / BUSINESS OFFICE,indoor,3
2020-04-29,APARTMENT,indoor,101
2020-04-29,CAR WASH,other,1
2020-04-29,RESTAURANT,indoor,4
2020-04-29,STREET,outdoor,107
2020-04-29,GROCERY FOOD STORE,indoor,5
2020-04-29,VEHICLE - DELIVERY TRUCK,other,1
2020-04-29,CTA TRAIN,other,2
2020-04-30,CTA TRAIN,other,1
2020-04-30,RESIDENCE - YARD (FRONT / BACK),other,4
2020-04-30,RESIDENCE - GARAGE,indoor,2
2020-04-30,MEDICAL / DENTAL OFFICE,other,1
2020-04-30,BANK,indoor,5
2020-04-30,PARKING LOT / GARAGE (NON RESIDENTIAL),outdoor,12
2020-04-30,CTA PARKING LOT / GARAGE / OTHER PROPERTY,other,2
2020-04-30,OTHER (SPECIFY),other,20
2020-04-30,VEHICLE NON-COMMERCIAL,other,6
2020-04-30,NURSING / RETIREMENT HOME,other,1
2020-04-30,APARTMENT,indoor,79
2020-04-30,CTA STATION,other,1
2020-04-30,BAR OR TAVERN,indoor,1
2020-04-30,RESIDENCE,indoor,85
2020-04-30,CTA BUS,other,1
2020-04-30,ALLEY,outdoor,5
2020-04-30,DRUG STORE,indoor,2
2020-04-30,HIGHWAY / EXPRESSWAY,outdoor,1
2020-04-30,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,other,1
2020-04-30,CHA HALLWAY / STAIRWELL / ELEVATOR,other,1
2020-04-30,AUTO / BOAT / RV DEALERSHIP,other,1
2020-04-30,SIDEWALK,outdoor,16
2020-04-30,VACANT LOT / LAND,other,5
2020-04-30,SAVINGS AND LOAN,other,1
2020-04-30,RESIDENCE - PORCH / HALLWAY,indoor,10
2020-04-30,TAVERN / LIQUOR STORE,other,1
2020-04-30,COIN OPERATED MACHINE,other,1
2020-04-30,SMALL RETAIL STORE,indoor,8
2020-04-30,RESTAURANT,indoor,4
2020-04-30,DEPARTMENT STORE,indoor,2
2020-04-30,CHA APARTMENT,other,1
2020-04-30,CTA BUS STOP,other,1
2020-04-30,GAS STATION,outdoor,13
2020-04-30,STREET,outdoor,103
2020-04-30,HOSPITAL BUILDING / GROUNDS,indoor,5
2020-04-30,WAREHOUSE,other,1
2020-04-30,COMMERCIAL / BUSINESS OFFICE,indoor,2
2020-04-30,GROCERY FOOD STORE,indoor,6
2020-04-30,CONVENIENCE STORE,indoor,4
2020-04-30,DRIVEWAY - RESIDENTIAL,outdoor,4
2020-05-01,SCHOOL - PUBLIC GROUNDS,indoor,2
2020-05-01,DRIVEWAY - RESIDENTIAL,outdoor,1
2020-05-01,GOVERNMENT BUILDING / PROPERTY,indoor,1
2020-05-01,RESIDENCE - YARD (FRONT / BACK),other,7
2020-05-01,DEPARTMENT STORE,indoor,4
2020-05-01,AIRPORT EXTERIOR - NON-SECURE AREA,other,1
2020-05-01,OTHER (SPECIFY),other,18
2020-05-01,BANK,indoor,1
2020-05-01,FACTORY / MANUFACTURING BUILDING,other,4
2020-05-01,CTA BUS,other,2
2020-05-01,POLICE FACILITY / VEHICLE PARKING LOT,other,2
2020-05-01,CHA APARTMENT,other,2
2020-05-01,NURSING / RETIREMENT HOME,other,5
2020-05-01,CTA TRAIN,other,1
2020-05-01,GROCERY FOOD STORE,indoor,5
2020-05-01,CHA PARKING LOT / GROUNDS,outdoor,1
2020-05-01,AIRPORT VENDING ESTABLISHMENT,other,1
2020-05-01,SMALL RETAIL STORE,indoor,11
2020-05-01,RESTAURANT,indoor,2
2020-05-01,CHA HALLWAY / STAIRWELL / ELEVATOR,other,1
2020-05-01,CURRENCY EXCHANGE,indoor,3
2020-05-01,RESIDENCE - GARAGE,indoor,9
2020-05-01,FIRE STATION,other,2
2020-05-01,RESIDENCE - PORCH / HALLWAY,indoor,10
2020-05-01,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,other,1
2020-05-01,CONVENIENCE STORE,indoor,4
2020-05-01,CTA PLATFORM,other,3
2020-05-01,MEDICAL / DENTAL OFFICE,other,3
2020-05-01,WAREHOUSE,other,2
2020-05-01,VEHICLE NON-COMMERCIAL,other,6
2020-05-01,HOSPITAL BUILDING / GROUNDS,indoor,5
2020-05-01,TAVERN / LIQUOR STORE,other,1
2020-05-01,SIDEWALK,outdoor,23
2020-05-01,ALLEY,outdoor,11
2020-05-01,MOVIE HOUSE / THEATER,other,1
2020-05-01,GAS STATION,outdoor,9
2020-05-01,COMMERCIAL / BUSINESS OFFICE,indoor,4
2020-05-01,RESIDENCE,indoor,139
2020-05-01,CONSTRUCTION SITE,other,1
2020-05-01,CTA BUS STOP,other,1
2020-05-01,STREET,outdoor,135
2020-05-01,VACANT LOT / LAND,other,2
2020-05-01,PARKING LOT / GARAGE (NON RESIDENTIAL),outdoor,16
2020-05-01,APARTMENT,indoor,115
2020-05-01,HOTEL / MOTEL,indoor,2
2020-05-02,SIDEWALK,outdoor,34
2020-05-02,BARBERSHOP,other,1
2020-05-02,APARTMENT,indoor,89
2020-05-02,RESTAURANT,indoor,3
2020-05-02,VACANT LOT / LAND,other,2
2020-05-02,GAS STATION,outdoor,6
2020-05-02,DRIVEWAY - RESIDENTIAL,outdoor,4
2020-05-02,DEPARTMENT STORE,indoor,1
2020-05-02,OTHER (SPECIFY),other,18
2020-05-02,BANK,indoor,2
2020-05-02,TAVERN / LIQUOR STORE,other,1
2020-05-02,VEHICLE NON-COMMERCIAL,other,3
2020-05-02,GROCERY FOOD STORE,indoor,10
2020-05-02,SMALL RETAIL STORE,indoor,6
2020-05-02,PARKING LOT / GARAGE (NON RESIDENTIAL),outdoor,13
2020-05-02,CTA PLATFORM,other,1
2020-05-02,HOSPITAL BUILDING / GROUNDS,indoor,2
2020-05-02,CTA TRAIN,other,5
2020-05-02,ALLEY,outdoor,17
2020-05-02,RESIDENCE,indoor,83
2020-05-02,PARK PROPERTY,outdoor,2
2020-05-02,WAREHOUSE,other,3
2020-05-02,STREET,outdoor,122
2020-05-02,RESIDENCE - PORCH / HALLWAY,indoor,6
2020-05-02,SCHOOL - PRIVATE BUILDING,other,2
2020-05-02,"VEHICLE - OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",other,2
2020-05-02,SCHOOL - PUBLIC BUILDING,indoor,1
2020-05-02,POLICE FACILITY / VEHICLE PARKING LOT,other,1
2020-05-02,CTA BUS,other,2
2020-05-02,NURSING / RETIREMENT HOME,other,2
2020-05-02,RESIDENCE - YARD (FRONT / BACK),other,13
2020-05-02,COMMERCIAL / BUSINESS OFFICE,indoor,5
2020-05-02,CTA STATION,other,2
2020-05-02,CTA BUS STOP,other,1
2020-05-02,DAY CARE CENTER,other,1
2020-05-02,RESIDENCE - GARAGE,indoor,7
2020-05-02,HOTEL / MOTEL,indoor,2
2020-05-02,MEDICAL / DENTAL OFFICE,other,1
2020-05-02,DRUG STORE,indoor,4
2020-05-02,VEHICLE - COMMERCIAL,other,1
2020-05-02,CHA APARTMENT,other,2
2020-05-02,CONVENIENCE STORE,indoor,7
2020-05-03,MEDICAL / DENTAL OFFICE,other,1
2020-05-03,OTHER RAILROAD PROPERTY / TRAIN DEPOT,other,1
2020-05-03,AIRPORT EXTERIOR - NON-SECURE AREA,other,2
2020-05-03,CTA PARKING LOT / GARAGE / OTHER PROPERTY,other,1
2020-05-03,VACANT LOT / LAND,other,2
2020-05-03,TAXICAB,other,1
2020-05-03,JAIL / LOCK-UP FACILITY,other,1
2020-05-03,RESTAURANT,indoor,6
2020-05-03,ATM (AUTOMATIC TELLER MACHINE),other,1
2020-05-03,DRUG STORE,indoor,1
2020-05-03,RESIDENCE,indoor,97
2020-05-03,TAVERN / LIQUOR STORE,other,1
2020-05-03,ALLEY,outdoor,17
2020-05-03,HOSPITAL BUILDING / GROUNDS,indoor,1
2020-05-03,GROCERY FOOD STORE,indoor,9
2020-05-03,RESIDENCE - YARD (FRONT / BACK),other,15
2020-05-03,PORCH,outdoor,1
2020-05-03,GAS STATION,outdoor,9
2020-05-03,STREET,outdoor,120
2020-05-03,DRIVEWAY - RESIDENTIAL,outdoor,4
2020-05-03,OTHER (SPECIFY),other,9
2020-05-03,CHA APARTMENT,other,1
2020-05-03,CONVENIENCE STORE,indoor,5
2020-05-03,COMMERCIAL / BUSINESS OFFICE,indoor,3
2020-05-03,CTA BUS STOP,other,2
2020-05-03,RESIDENCE - GARAGE,indoor,4
2020-05-03,YARD,outdoor,1
2020-05-03,CONSTRUCTION SITE,other,2
2020-05-03,RESIDENCE - PORCH / HALLWAY,indoor,6
2020-05-03,VEHICLE NON-COMMERCIAL,other,6
2020-05-03,CTA TRAIN,other,3
2020-05-03,SIDEWALK,outdoor,39
2020-05-03,WAREHOUSE,other,1
2020-05-03,SCHOOL - PUBLIC GROUNDS,indoor,1
2020-05-03,APARTMENT,indoor,86
2020-05-03,PARK PROPERTY,outdoor,3
2020-05-03,PARKING LOT / GARAGE (NON RESIDENTIAL),outdoor,9
2020-05-03,DEPARTMENT STORE,indoor,6
2020-05-03,NURSING / RETIREMENT HOME,other,1
2020-05-03,SMALL RETAIL STORE,indoor,8
2020-05-04,GAS STATION,outdoor,6
2020-05-04,CURRENCY EXCHANGE,indoor,2
2020-05-04,APPLIANCE STORE,other,1
2020-05-04,CTA TRAIN,other,2
2020-05-04,SMALL RETAIL STORE,indoor,10
2020-05-04,FIRE STATION,other,1
2020-05-04,ALLEY,outdoor,10
2020-05-04,BANK,indoor,2
2020-05-04,GROCERY FOOD STORE,indoor,4
2020-05-04,WAREHOUSE,other,3
2020-05-04,HOSPITAL BUILDING / GROUNDS,indoor,3
2020-05-04,DRUG STORE,indoor,3
2020-05-04,COMMERCIAL / BUSINESS OFFICE,indoor,3
2020-05-04,APARTMENT,indoor,92
2020-05-04,DAY CARE CENTER,other,1
2020-05-04,RESIDENCE - YARD (FRONT / BACK),other,5
2020-05-04,AUTO / BOAT / RV DEALERSHIP,other,2
2020-05-04,VEHICLE NON-COMMERCIAL,other,3
2020-05-04,SIDEWALK,outdoor,21
2020-05-04,RESIDENCE,indoor,85
2020-05-04,POLICE FACILITY / VEHICLE PARKING LOT,other,1
2020-05-04,CTA BUS STOP,other,1
2020-05-04,CHA PARKING LOT / GROUNDS,outdoor,1
2020-05-04,CTA BUS,other,1
2020-05-04,RESTAURANT,indoor,11
2020-05-04,CTA STATION,other,2
2020-05-04,RESIDENCE - PORCH / HALLWAY,indoor,4
2020-05-04,DRIVEWAY - RESIDENTIAL,outdoor,2
2020-05-04,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,other,1
2020-05-04,HOTEL / MOTEL,indoor,4
2020-05-04,RESIDENCE - GARAGE,indoor,9
2020-05-04,VACANT LOT / LAND,other,1
2020-05-04,STREET,outdoor,97
2020-05-04,GOVERNMENT BUILDING / PROPERTY,indoor,1
2020-05-04,CHA APARTMENT,other,3
2020-05-04,OTHER (SPECIFY),other,14
2020-05-04,PARKING LOT / GARAGE (NON RESIDENTIAL),outdoor,9
2020-05-04,ATM (AUTOMATIC TELLER MACHINE),other,1
2020-05-04,CONVENIENCE STORE,indoor,1
2020-05-04,PARK PROPERTY,outdoor,1
2020-05-04,SCHOOL - PUBLIC GROUNDS,indoor,1
2020-05-04,DEPARTMENT STORE,indoor,5
2020-05-04,SCHOOL - PUBLIC BUILDING,indoor,1
2020-05-05,HALLWAY,other,1
2020-05-05,CTA PLATFORM,other,1
2020-05-05,CTA TRAIN,other,2
2020-05-05,RESTAURANT,indoor,6
2020-05-05,RESIDENCE - PORCH / HALLWAY,indoor,8
2020-05-05,RESIDENCE - YARD (FRONT / BACK),other,14
2020-05-05,RESIDENCE - GARAGE,indoor,5
2020-05-05,BANK,indoor,4
2020-05-05,RESIDENCE,indoor,86
2020-05-05,DEPARTMENT STORE,indoor,2
2020-05-05,VEHICLE NON-COMMERCIAL,other,7
2020-05-05,CTA STATION,other,2
2020-05-05,ATHLETIC CLUB,other,1
2020-05-05,APARTMENT,indoor,103
2020-05-05,SCHOOL - PUBLIC BUILDING,indoor,1
2020-05-05,CHA PARKING LOT / GROUNDS,outdoor,2
2020-05-05,ALLEY,outdoor,9
2020-05-05,CTA BUS STOP,other,1
2020-05-05,VACANT LOT / LAND,other,1
2020-05-05,CONVENIENCE STORE,indoor,5
2020-05-05,DRIVEWAY - RESIDENTIAL,outdoor,2
2020-05-05,POLICE FACILITY / VEHICLE PARKING LOT,other,3
2020-05-05,OTHER (SPECIFY),other,9
2020-05-05,STREET,outdoor,88
2020-05-05,AUTO,other,1
2020-05-05,NURSING / RETIREMENT HOME,other,2
2020-05-05,CURRENCY EXCHANGE,indoor,2
2020-05-05,GAS STATION,outdoor,4
2020-05-05,SMALL RETAIL STORE,indoor,6
2020-05-05,AUTO / BOAT / RV DEALERSHIP,other,1
2020-05-05,GROCERY FOOD STORE,indoor,6
2020-05-05,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,other,1
2020-05-05,CONSTRUCTION SITE,other,1
2020-05-05,DRUG STORE,indoor,5
2020-05-05,HOSPITAL BUILDING / GROUNDS,indoor,4
2020-05-05,HOTEL / MOTEL,indoor,4
2020-05-05,OTHER COMMERCIAL TRANSPORTATION,other,1
2020-05-05,CHA APARTMENT,other,3
2020-05-05,"VEHICLE - OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",other,1
2020-05-05,PARKING LOT / GARAGE (NON RESIDENTIAL),outdoor,7
2020-05-05,BARBERSHOP,other,1
2020-05-05,AIRPORT/AIRCRAFT,other,2
2020-05-05,SIDEWALK,outdoor,21
2020-05-06,DRIVEWAY - RESIDENTIAL,outdoor,1
2020-05-06,AIRPORT EXTERIOR - NON-SECURE AREA,other,1
2020-05-06,VACANT LOT,other,1
2020-05-06,NURSING / RETIREMENT HOME,other,1
2020-05-06,RESIDENCE,indoor,82
2020-05-06,SIDEWALK,outdoor,22
2020-05-06,RESIDENCE - GARAGE,indoor,7
2020-05-06,HOSPITAL BUILDING / GROUNDS,indoor,1
2020-05-06,POLICE FACILITY / VEHICLE PARKING LOT,other,4
2020-05-06,CONSTRUCTION SITE,other,1
2020-05-06,CTA BUS,other,2
2020-05-06,PARKING LOT / GARAGE (NON RESIDENTIAL),outdoor,12
2020-05-06,CAR WASH,other,1
2020-05-06,RESIDENCE - PORCH / HALLWAY,indoor,12
2020-05-06,ATHLETIC CLUB,other,2
2020-05-06,DEPARTMENT STORE,indoor,1
2020-05-06,ALLEY,outdoor,18
2020-05-06,RESIDENCE - YARD (FRONT / BACK),other,7
2020-05-06,ATM (AUTOMATIC TELLER MACHINE),other,2
2020-05-06,WAREHOUSE,other,1
2020-05-06,PARK PROPERTY,outdoor,2
2020-05-06,FEDERAL BUILDING,other,1
2020-05-06,CHA PARKING LOT / GROUNDS,outdoor,1
2020-05-06,BANK,indoor,2
2020-05-06,RESTAURANT,indoor,8
2020-05-06,CTA BUS STOP,other,2
2020-05-06,CTA TRAIN,other,1
2020-05-06,CTA PLATFORM,other,1
2020-05-06,CURRENCY EXCHANGE,indoor,1
2020-05-06,MEDICAL / DENTAL OFFICE,other,2
2020-05-06,CHA APARTMENT,other,2
2020-05-06,DRUG STORE,indoor,1
2020-05-06,APARTMENT,indoor,91
2020-05-06,VACANT LOT / LAND,other,1
2020-05-06,VEHICLE NON-COMMERCIAL,other,10
2020-05-06,STREET,outdoor,116
2020-05-06,OTHER (SPECIFY),other,14
2020-05-06,CONVENIENCE STORE,indoor,3
2020-05-06,GAS STATION,outdoor,5
2020-05-06,GROCERY FOOD STORE,indoor,8
2020-05-06,HOTEL / MOTEL,indoor,3
2020-05-06,SMALL RETAIL STORE,indoor,8
2020-05-07,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,other,1
2020-05-07,GROCERY FOOD STORE,indoor,3
2020-05-07,DEPARTMENT STORE,indoor,1
2020-05-07,RESTAURANT,indoor,5
2020-05-07,BARBERSHOP,other,2
2020-05-07,RESIDENCE - YARD (FRONT / BACK),other,15
2020-05-07,SIDEWALK,outdoor,22
2020-05-07,VACANT LOT / LAND,other,3
2020-05-07,PARK PROPERTY,outdoor,1
2020-05-07,ATM (AUTOMATIC TELLER MACHINE),other,2
2020-05-07,GAS STATION DRIVE/PROP.,other,1
2020-05-07,CTA TRAIN,other,2
2020-05-07,OTHER (SPECIFY),other,19
2020-05-07,DRUG STORE,indoor,4
2020-05-07,CONSTRUCTION SITE,other,1
2020-05-07,RESIDENCE - PORCH / HALLWAY,indoor,7
2020-05-07,STREET,outdoor,95
2020-05-07,GAS STATION,outdoor,3
2020-05-07,CAR WASH,other,1
2020-05-07,HOSPITAL BUILDING / GROUNDS,indoor,2
2020-05-07,NURSING / RETIREMENT HOME,other,3
2020-05-07,RESIDENCE,indoor,65
2020-05-07,OTHER RAILROAD PROPERTY / TRAIN DEPOT,other,2
2020-05-07,CTA BUS,other,3
2020-05-07,CTA PLATFORM,other,1
2020-05-07,GOVERNMENT BUILDING / PROPERTY,indoor,1
2020-05-07,CHA PARKING LOT / GROUNDS,outdoor,1
2020-05-07,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,other,1
2020-05-07,PARKING LOT / GARAGE (NON RESIDENTIAL),outdoor,12
2020-05-07,APARTMENT,indoor,81
2020-05-07,SMALL RETAIL STORE,indoor,13
2020-05-07,SPORTS ARENA / STADIUM,other,1
2020-05-07,COMMERCIAL / BUSINESS OFFICE,indoor,2
2020-05-07,CONVENIENCE STORE,indoor,6
2020-05-07,BANK,indoor,4
2020-05-07,VEHICLE NON-COMMERCIAL,other,9
2020-05-07,AIRPORT PARKING LOT,other,1
2020-05-07,RESIDENCE - GARAGE,indoor,4
2020-05-07,ALLEY,outdoor,8
2020-05-07,HOTEL / MOTEL,indoor,1
2020-05-07,CHA HALLWAY / STAIRWELL / ELEVATOR,other,1
2020-05-07,AUTO,other,1
2020-05-07,WAREHOUSE,other,1
2020-05-07,SCHOOL - PUBLIC GROUNDS,indoor,2
2020-05-08,CTA BUS,other,1
2020-05-08,DRUG STORE,indoor,4
2020-05-08,ALLEY,outdoor,13
2020-05-08,GAS STATION,outdoor,12
2020-05-08,POLICE FACILITY / VEHICLE PARKING LOT,other,2
2020-05-08,PARKING LOT / GARAGE (NON RESIDENTIAL),outdoor,17
2020-05-08,SIDEWALK,outdoor,24
2020-05-08,COMMERCIAL / BUSINESS OFFICE,indoor,3
2020-05-08,ATM (AUTOMATIC TELLER MACHINE),other,1
2020-05-08,OTHER (SPECIFY),other,11
2020-05-08,APARTMENT,indoor,82
2020-05-08,OTHER COMMERCIAL TRANSPORTATION,other,1
2020-05-08,CHA APARTMENT,other,3
2020-05-08,GROCERY FOOD STORE,indoor,6
2020-05-08,BANK,indoor,1
2020-05-08,VEHICLE NON-COMMERCIAL,other,5
2020-05-08,WAREHOUSE,other,2
2020-05-08,SMALL RETAIL STORE,indoor,11
2020-05-08,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,other,1
2020-05-08,RESTAURANT,indoor,6
2020-05-08,VEHICLE - DELIVERY TRUCK,other,1
2020-05-08,PARK PROPERTY,outdoor,1
2020-05-08,RESIDENCE,indoor,81
2020-05-08,CLEANING STORE,other,1
2020-05-08,CONVENIENCE STORE,indoor,1
2020-05-08,SCHOOL - PUBLIC BUILDING,indoor,1
2020-05-08,NURSING / RETIREMENT HOME,other,1
2020-05-08,BARBERSHOP,other,1
2020-05-08,RESIDENCE - YARD (FRONT / BACK),other,10
2020-05-08,HOTEL / MOTEL,indoor,5
2020-05-08,JAIL / LOCK-UP FACILITY,other,1
2020-05-08,HOSPITAL BUILDING / GROUNDS,indoor,2
2020-05-08,CTA PLATFORM,other,1
2020-05-08,CURRENCY EXCHANGE,indoor,1
2020-05-08,MEDICAL / DENTAL OFFICE,other,2
2020-05-08,CONSTRUCTION SITE,other,1
2020-05-08,STREET,outdoor,108
2020-05-08,RESIDENCE - GARAGE,indoor,8
2020-05-08,VACANT LOT / LAND,other,1
2020-05-08,RESIDENCE - PORCH / HALLWAY,indoor,9
2020-05-09,GAS STATION,outdoor,13
2020-05-09,AUTO,other,1
2020-05-09,CHA APARTMENT,other,1
2020-05-09,STREET,outdoor,106
2020-05-09,COMMERCIAL / BUSINESS OFFICE,indoor,1
2020-05-09,GROCERY FOOD STORE,indoor,2
2020-05-09,HOSPITAL BUILDING / GROUNDS,indoor,1
2020-05-09,DRUG STORE,indoor,2
2020-05-09,VEHICLE NON-COMMERCIAL,other,7
2020-05-09,SIDEWALK,outdoor,23
2020-05-09,DRIVEWAY - RESIDENTIAL,outdoor,3
2020-05-09,RESIDENCE - GARAGE,indoor,8
2020-05-09,"VEHICLE - OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",other,1
2020-05-09,RESIDENCE,indoor,79
2020-05-09,CTA PLATFORM,other,2
2020-05-09,CTA TRAIN,other,3
2020-05-09,FACTORY / MANUFACTURING BUILDING,other,1
2020-05-09,CTA STATION,other,2
2020-05-09,CHA PARKING LOT / GROUNDS,outdoor,1
2020-05-09,ATM (AUTOMATIC TELLER MACHINE),other,2
2020-05-09,NURSING / RETIREMENT HOME,other,1
2020-05-09,CONVENIENCE STORE,indoor,6
2020-05-09,APARTMENT,indoor,99
2020-05-09,PARKING LOT / GARAGE (NON RESIDENTIAL),outdoor,16
2020-05-09,HOTEL / MOTEL,indoor,2
2020-05-09,ALLEY,outdoor,12
2020-05-09,VACANT LOT / LAND,other,1
2020-05-09,RESIDENCE - YARD (FRONT / BACK),other,9
2020-05-09,OTHER (SPECIFY),other,15
2020-05-09,SMALL RETAIL STORE,indoor,17
2020-05-09,DEPARTMENT STORE,indoor,2
2020-05-09,SCHOOL - PUBLIC GROUNDS,indoor,1
2020-05-09,BANK,indoor,1
2020-05-09,RESIDENCE - PORCH / HALLWAY,indoor,14
2020-05-09,OTHER RAILROAD PROPERTY / TRAIN DEPOT,other,2
2020-05-09,RESTAURANT,indoor,4
2020-05-10,SIDEWALK,outdoor,28
2020-05-10,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,other,1
2020-05-10,CTA STATION,other,1
2020-05-10,CHA HALLWAY / STAIRWELL / ELEVATOR,other,1
2020-05-10,RESIDENCE - GARAGE,indoor,4
