crime_date,location_description,location_category,count
2017-01-01,NURSING / RETIREMENT HOME,other,1
2017-01-01,DRIVEWAY - RESIDENTIAL,outdoor,4
2017-01-01,MEDICAL/DENTAL OFFICE,other,1
2017-01-01,CHA HALLWAY/STAIRWELL/ELEVATOR,other,2
2017-01-01,CTA PLATFORM,other,1
2017-01-01,WAREHOUSE,other,2
2017-01-01,OTHER,other,61
2017-01-01,CLEANING STORE,other,1
2017-01-01,ATM (AUTOMATIC TELLER MACHINE),other,2
2017-01-01,STREET,outdoor,168
2017-01-01,TAVERN,other,1
2017-01-01,SCHOOL - PUBLIC BUILDING,indoor,2
2017-01-01,GROCERY FOOD STORE,indoor,13
2017-01-01,"SCHOOL, PUBLIC, BUILDING",other,8
2017-01-01,HOSPITAL BUILDING / GROUNDS,indoor,1
2017-01-01,MOVIE HOUSE/THEATER,other,1
2017-01-01,RESIDENCE,indoor,451
2017-01-01,RESIDENTIAL YARD (FRONT/BACK),other,13
2017-01-01,RESIDENCE-GARAGE,other,12
2017-01-01,ABANDONED BUILDING,other,3
2017-01-01,ATHLETIC CLUB,other,2
2017-01-01,GAS STATION,outdoor,12
2017-01-01,SIDEWALK,outdoor,45
2017-01-01,HOTEL/MOTEL,other,14
2017-01-01,DRUG STORE,indoor,3
2017-01-01,CTA STATION,other,2
2017-01-01,CHA APARTMENT,other,1
2017-01-01,PARK PROPERTY,outdoor,3
2017-01-01,TAVERN/LIQUOR STORE,other,1
2017-01-01,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,other,2
2017-01-01,RESTAURANT,indoor,23
2017-01-01,CURRENCY EXCHANGE,indoor,1
2017-01-01,BARBERSHOP,other,1
2017-01-01,CTA BUS,other,3
2017-01-01,COMMERCIAL / BUSINESS OFFICE,indoor,8
2017-01-01,SMALL RETAIL STORE,indoor,9
2017-01-01,ALLEY,outdoor,22
2017-01-01,JAIL / LOCK-UP FACILITY,other,1
2017-01-01,CONVENIENCE STORE,indoor,7
2017-01-01,NURSING HOME/RETIREMENT HOME,other,3
2017-01-01,VEHICLE - OTHER RIDE SERVICE,other,1
2017-01-01,DEPARTMENT STORE,indoor,6
2017-01-01,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,other,3
2017-01-01,CTA TRAIN,other,6
2017-01-01,CAR WASH,other,1
2017-01-01,BANK,indoor,1
2017-01-01,TAXICAB,other,3
2017-01-01,RESIDENCE PORCH/HALLWAY,other,11
2017-01-01,HOSPITAL BUILDING/GROUNDS,other,5
2017-01-01,APARTMENT,indoor,214
2017-01-01,SPORTS ARENA/STADIUM,other,2
2017-01-01,OTHER (SPECIFY),other,7
2017-01-01,POOL ROOM,other,1
2017-01-01,BAR OR TAVERN,indoor,27
2017-01-01,POLICE FACILITY/VEH PARKING LOT,other,2
2017-01-01,GOVERNMENT BUILDING/PROPERTY,other,1
2017-01-01,PARKING LOT/GARAGE(NON.RESID.),other,24
2017-01-01,VEHICLE NON-COMMERCIAL,other,20
2017-01-01,VACANT LOT/LAND,other,1
2017-01-02,PARKING LOT/GARAGE(NON.RESID.),other,24
2017-01-02,DRUG STORE,indoor,2
2017-01-02,VACANT LOT/LAND,other,3
2017-01-02,TAXICAB,other,1
2017-01-02,ABANDONED BUILDING,other,1
2017-01-02,HOTEL/MOTEL,other,5
2017-01-02,POLICE FACILITY/VEH PARKING LOT,other,4
2017-01-02,AIRPORT VENDING ESTABLISHMENT,other,1
2017-01-02,COMMERCIAL / BUSINESS OFFICE,indoor,2
2017-01-02,BAR OR TAVERN,indoor,2
2017-01-02,GAS STATION,outdoor,13
2017-01-02,DEPARTMENT STORE,indoor,7
2017-01-02,CTA PLATFORM,other,1
2017-01-02,DRIVEWAY - RESIDENTIAL,outdoor,2
2017-01-02,CTA BUS,other,3
2017-01-02,VEHICLE - DELIVERY TRUCK,other,1
2017-01-02,RESIDENCE PORCH/HALLWAY,other,1
2017-01-02,TAVERN/LIQUOR STORE,other,2
2017-01-02,APARTMENT,indoor,83
2017-01-02,ATHLETIC CLUB,other,2
2017-01-02,CHA PARKING LOT/GROUNDS,other,1
2017-01-02,RESIDENCE,indoor,125
2017-01-02,OTHER RAILROAD PROP / TRAIN DEPOT,other,1
2017-01-02,RESTAURANT,indoor,13
2017-01-02,SMALL RETAIL STORE,indoor,14
2017-01-02,NURSING HOME/RETIREMENT HOME,other,2
2017-01-02,"SCHOOL, PUBLIC, GROUNDS",other,1
2017-01-02,CONVENIENCE STORE,indoor,7
2017-01-02,CTA TRAIN,other,2
2017-01-02,STREET,outdoor,135
2017-01-02,GROCERY FOOD STORE,indoor,8
2017-01-02,HOSPITAL BUILDING/GROUNDS,other,4
2017-01-02,RESIDENTIAL YARD (FRONT/BACK),other,18
2017-01-02,CTA GARAGE / OTHER PROPERTY,other,1
2017-01-02,VEHICLE NON-COMMERCIAL,other,12
2017-01-02,"SCHOOL, PUBLIC, BUILDING",other,1
2017-01-02,WAREHOUSE,other,1
2017-01-02,GOVERNMENT BUILDING/PROPERTY,other,1
2017-01-02,ALLEY,outdoor,15
2017-01-02,RESIDENCE-GARAGE,other,15
2017-01-02,AIRPORT PARKING LOT,other,2
2017-01-02,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,other,2
2017-01-02,OTHER,other,22
2017-01-02,HIGHWAY/EXPRESSWAY,other,1
2017-01-02,BANK,indoor,1
2017-01-02,CHA APARTMENT,other,3
2017-01-02,SIDEWALK,outdoor,39
2017-01-03,PARK PROPERTY,outdoor,2
2017-01-03,COLLEGE/UNIVERSITY GROUNDS,other,2
2017-01-03,SPORTS ARENA/STADIUM,other,1
2017-01-03,HOSPITAL BUILDING/GROUNDS,other,5
2017-01-03,RESIDENCE PORCH/HALLWAY,other,11
2017-01-03,LIBRARY,indoor,2
2017-01-03,VACANT LOT/LAND,other,2
2017-01-03,ABANDONED BUILDING,other,3
2017-01-03,CTA BUS STOP,other,1
2017-01-03,VEHICLE NON-COMMERCIAL,other,3
2017-01-03,WAREHOUSE,other,1
2017-01-03,POOL ROOM,other,2
2017-01-03,ATHLETIC CLUB,other,4
2017-01-03,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,other,2
2017-01-03,CTA TRAIN,other,4
2017-01-03,CONSTRUCTION SITE,other,2
2017-01-03,PARKING LOT/GARAGE(NON.RESID.),other,20
2017-01-03,RESIDENCE-GARAGE,other,18
2017-01-03,CTA STATION,other,5
2017-01-03,HOTEL/MOTEL,other,5
2017-01-03,CTA BUS,other,2
2017-01-03,CHA APARTMENT,other,4
2017-01-03,APPLIANCE STORE,other,1
2017-01-03,CONVENIENCE STORE,indoor,4
2017-01-03,ATM (AUTOMATIC TELLER MACHINE),other,1
2017-01-03,DRUG STORE,indoor,2
2017-01-03,RESTAURANT,indoor,20
2017-01-03,DEPARTMENT STORE,indoor,10
2017-01-03,SIDEWALK,outdoor,50
2017-01-03,COMMERCIAL / BUSINESS OFFICE,indoor,6
2017-01-03,GOVERNMENT BUILDING/PROPERTY,other,3
2017-01-03,BANK,indoor,5
2017-01-03,CTA PLATFORM,other,1
2017-01-03,CURRENCY EXCHANGE,indoor,3
2017-01-03,GROCERY FOOD STORE,indoor,2
2017-01-03,NURSING HOME/RETIREMENT HOME,other,2
2017-01-03,"SCHOOL, PRIVATE, BUILDING",other,1
2017-01-03,APARTMENT,indoor,105
2017-01-03,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,other,1
2017-01-03,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,other,1
2017-01-03,VEHICLE-COMMERCIAL,other,1
2017-01-03,ALLEY,outdoor,12
2017-01-03,BARBERSHOP,other,1
2017-01-03,"SCHOOL, PUBLIC, BUILDING",other,1
2017-01-03,STREET,outdoor,168
2017-01-03,RESIDENCE,indoor,142
2017-01-03,SMALL RETAIL STORE,indoor,11
2017-01-03,POLICE FACILITY/VEH PARKING LOT,other,3
2017-01-03,DRIVEWAY - RESIDENTIAL,outdoor,2
2017-01-03,"SCHOOL, PUBLIC, GROUNDS",other,1
2017-01-03,BAR OR TAVERN,indoor,3
2017-01-03,RESIDENTIAL YARD (FRONT/BACK),other,12
2017-01-03,OTHER,other,30
2017-01-03,GAS STATION,outdoor,11
2017-01-04,PARK PROPERTY,outdoor,2
2017-01-04,RESIDENCE,indoor,111
2017-01-04,VACANT LOT/LAND,other,3
2017-01-04,CTA STATION,other,1
2017-01-04,COMMERCIAL / BUSINESS OFFICE,indoor,4
2017-01-04,PARKING LOT/GARAGE(NON.RESID.),other,19
2017-01-04,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,other,1
2017-01-04,CTA GARAGE / OTHER PROPERTY,other,1
2017-01-04,BANK,indoor,5
2017-01-04,DEPARTMENT STORE,indoor,7
2017-01-04,MEDICAL/DENTAL OFFICE,other,1
2017-01-04,POLICE FACILITY/VEH PARKING LOT,other,1
2017-01-04,SMALL RETAIL STORE,indoor,14
2017-01-04,AIRPORT VENDING ESTABLISHMENT,other,2
2017-01-04,VEHICLE - OTHER RIDE SERVICE,other,1
2017-01-04,APARTMENT,indoor,93
2017-01-04,BARBERSHOP,other,1
2017-01-04,HOTEL/MOTEL,other,2
2017-01-04,GOVERNMENT BUILDING/PROPERTY,other,2
2017-01-04,CHA APARTMENT,other,3
2017-01-04,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,other,2
2017-01-04,COIN OPERATED MACHINE,other,1
2017-01-04,GAS STATION,outdoor,8
2017-01-04,OTHER,other,42
2017-01-04,RESIDENCE-GARAGE,other,15
2017-01-04,CHA HALLWAY/STAIRWELL/ELEVATOR,other,1
2017-01-04,OTHER RAILROAD PROP / TRAIN DEPOT,other,1
2017-01-04,STREET,outdoor,133
2017-01-04,VEHICLE NON-COMMERCIAL,other,7
2017-01-04,RESIDENTIAL YARD (FRONT/BACK),other,6
2017-01-04,SIDEWALK,outdoor,35
2017-01-04,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,other,1
2017-01-04,DRUG STORE,indoor,5
2017-01-04,CTA TRAIN,other,3
2017-01-04,CONVENIENCE STORE,indoor,3
2017-01-04,ATHLETIC CLUB,other,7
2017-01-04,ALLEY,outdoor,19
2017-01-04,CTA BUS,other,2
2017-01-04,NURSING HOME/RETIREMENT HOME,other,3
2017-01-04,CURRENCY EXCHANGE,indoor,1
2017-01-04,"SCHOOL, PUBLIC, BUILDING",other,1
2017-01-04,CTA BUS STOP,other,2
2017-01-04,ANIMAL HOSPITAL,other,1
2017-01-04,GROCERY FOOD STORE,indoor,5
2017-01-04,RESTAURANT,indoor,13
2017-01-04,BAR OR TAVERN,indoor,2
2017-01-04,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,other,1
2017-01-04,CTA PLATFORM,other,2
2017-01-04,DRIVEWAY - RESIDENTIAL,outdoor,1
2017-01-04,HOSPITAL BUILDING/GROUNDS,other,2
2017-01-04,COLLEGE/UNIVERSITY GROUNDS,other,1
2017-01-04,TAXICAB,other,2
2017-01-04,RESIDENCE PORCH/HALLWAY,other,10
2017-01-05,LIBRARY,indoor,2
2017-01-05,STREET,outdoor,159
2017-01-05,COIN OPERATED MACHINE,other,1
2017-01-05,BAR OR TAVERN,indoor,2
2017-01-05,OTHER,other,28
2017-01-05,DEPARTMENT STORE,indoor,13
2017-01-05,COMMERCIAL / BUSINESS OFFICE,indoor,6
2017-01-05,CONSTRUCTION SITE,other,1
2017-01-05,CTA GARAGE / OTHER PROPERTY,other,1
2017-01-05,GOVERNMENT BUILDING/PROPERTY,other,2
2017-01-05,POLICE FACILITY/VEH PARKING LOT,other,2
2017-01-05,ATHLETIC CLUB,other,4
2017-01-05,CTA TRAIN,other,5
2017-01-05,CTA BUS STOP,other,1
2017-01-05,ALLEY,outdoor,12
2017-01-05,COLLEGE/UNIVERSITY RESIDENCE HALL,other,1
2017-01-05,TAXICAB,other,1
2017-01-05,CTA STATION,other,1
2017-01-05,NURSING HOME/RETIREMENT HOME,other,2
2017-01-05,APARTMENT,indoor,86
2017-01-05,SMALL RETAIL STORE,indoor,14
2017-01-05,CHA APARTMENT,other,2
2017-01-05,CURRENCY EXCHANGE,indoor,2
2017-01-05,PARKING LOT / GARAGE (NON RESIDENTIAL),outdoor,1
2017-01-05,VACANT LOT/LAND,other,4
2017-01-05,HOTEL/MOTEL,other,7
2017-01-05,RESIDENCE-GARAGE,other,11
2017-01-05,BANK,indoor,5
2017-01-05,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,other,1
2017-01-05,AUTO,other,1
2017-01-05,"SCHOOL, PUBLIC, BUILDING",other,1
2017-01-05,HOSPITAL BUILDING/GROUNDS,other,2
2017-01-05,DAY CARE CENTER,other,1
2017-01-05,FIRE STATION,other,1
2017-01-05,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,other,1
2017-01-05,RESTAURANT,indoor,17
2017-01-05,SIDEWALK,outdoor,19
2017-01-05,DRIVEWAY - RESIDENTIAL,outdoor,2
2017-01-05,GROCERY FOOD STORE,indoor,7
2017-01-05,VEHICLE NON-COMMERCIAL,other,4
2017-01-05,CONVENIENCE STORE,indoor,4
2017-01-05,RESIDENTIAL YARD (FRONT/BACK),other,8
2017-01-05,GAS STATION,outdoor,9
2017-01-05,RESIDENCE PORCH/HALLWAY,other,14
2017-01-05,RESIDENCE,indoor,110
2017-01-05,BARBERSHOP,other,1
2017-01-05,SPORTS ARENA/STADIUM,other,1
2017-01-05,WAREHOUSE,other,1
2017-01-05,COLLEGE/UNIVERSITY GROUNDS,other,1
2017-01-05,PARKING LOT/GARAGE(NON.RESID.),other,23
2017-01-06,GOVERNMENT BUILDING/PROPERTY,other,2
2017-01-06,GROCERY FOOD STORE,indoor,8
2017-01-06,WAREHOUSE,other,1
2017-01-06,RESIDENTIAL YARD (FRONT/BACK),other,11
2017-01-06,OTHER RAILROAD PROP / TRAIN DEPOT,other,1
2017-01-06,BANK,indoor,1
2017-01-06,HOTEL/MOTEL,other,4
2017-01-06,CHA APARTMENT,other,2
2017-01-06,POLICE FACILITY/VEH PARKING LOT,other,1
2017-01-06,LIBRARY,indoor,1
2017-01-06,VACANT LOT/LAND,other,1
2017-01-06,PARKING LOT/GARAGE(NON.RESID.),other,25
2017-01-06,HOSPITAL BUILDING/GROUNDS,other,7
2017-01-06,BAR OR TAVERN,indoor,4
2017-01-06,RESIDENCE-GARAGE,other,4
2017-01-06,CTA BUS,other,3
2017-01-06,COLLEGE/UNIVERSITY RESIDENCE HALL,other,1
2017-01-06,DEPARTMENT STORE,indoor,8
2017-01-06,"SCHOOL, PRIVATE, BUILDING",other,2
2017-01-06,DRUG STORE,indoor,4
2017-01-06,APARTMENT,indoor,79
2017-01-06,RESTAURANT,indoor,17
2017-01-06,NURSING HOME/RETIREMENT HOME,other,4
2017-01-06,CTA STATION,other,2
2017-01-06,GAS STATION,outdoor,7
2017-01-06,BARBERSHOP,other,2
2017-01-06,ALLEY,outdoor,11
2017-01-06,VEHICLE NON-COMMERCIAL,other,15
2017-01-06,RESIDENCE,indoor,121
2017-01-06,FACTORY/MANUFACTURING BUILDING,other,3
2017-01-06,SIDEWALK,outdoor,32
2017-01-06,PORCH,outdoor,1
2017-01-06,MEDICAL/DENTAL OFFICE,other,1
2017-01-06,CTA PLATFORM,other,2
2017-01-06,CHA PARKING LOT/GROUNDS,other,1
2017-01-06,RESIDENCE - PORCH / HALLWAY,indoor,1
2017-01-06,STREET,outdoor,140
2017-01-06,OTHER,other,27
2017-01-06,CONVENIENCE STORE,indoor,2
2017-01-06,CTA TRAIN,other,3
2017-01-06,SMALL RETAIL STORE,indoor,9
2017-01-06,AIRPORT TERMINAL MEZZANINE - NON-SECURE AREA,other,1
2017-01-06,COIN OPERATED MACHINE,other,3
2017-01-06,AIRCRAFT,other,2
2017-01-06,COMMERCIAL / BUSINESS OFFICE,indoor,4
2017-01-06,RESIDENCE PORCH/HALLWAY,other,14
2017-01-06,DRIVEWAY - RESIDENTIAL,outdoor,2
2017-01-06,MOVIE HOUSE/THEATER,other,1
2017-01-07,COMMERCIAL / BUSINESS OFFICE,indoor,5
2017-01-07,DRUG STORE,indoor,1
2017-01-07,APARTMENT,indoor,89
2017-01-07,SIDEWALK,outdoor,43
2017-01-07,RESIDENCE,indoor,102
2017-01-07,RESIDENTIAL YARD (FRONT/BACK),other,6
2017-01-07,JAIL / LOCK-UP FACILITY,other,1
2017-01-07,"SCHOOL, PUBLIC, BUILDING",other,2
2017-01-07,OTHER COMMERCIAL TRANSPORTATION,other,1
2017-01-07,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,other,2
2017-01-07,VACANT LOT/LAND,other,1
2017-01-07,VEHICLE NON-COMMERCIAL,other,16
2017-01-07,CONVENIENCE STORE,indoor,3
2017-01-07,CTA GARAGE / OTHER PROPERTY,other,1
2017-01-07,TAVERN/LIQUOR STORE,other,8
2017-01-07,SMALL RETAIL STORE,indoor,15
2017-01-07,ALLEY,outdoor,18
2017-01-07,STREET,outdoor,129
2017-01-07,CTA TRAIN,other,7
2017-01-07,CTA BUS STOP,other,1
2017-01-07,NURSING HOME/RETIREMENT HOME,other,3
2017-01-07,ATHLETIC CLUB,other,1
2017-01-07,OTHER RAILROAD PROP / TRAIN DEPOT,other,3
2017-01-07,PAWN SHOP,other,1
2017-01-07,GOVERNMENT BUILDING/PROPERTY,other,1
2017-01-07,RESTAURANT,indoor,25
2017-01-07,BAR OR TAVERN,indoor,9
2017-01-07,GAS STATION,outdoor,19
2017-01-07,PARKING LOT/GARAGE(NON.RESID.),other,19
2017-01-07,DEPARTMENT STORE,indoor,9
2017-01-07,GROCERY FOOD STORE,indoor,8
2017-01-07,SPORTS ARENA/STADIUM,other,1
2017-01-07,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,other,2
2017-01-07,POLICE FACILITY/VEH PARKING LOT,other,1
2017-01-07,BANK,indoor,1
2017-01-07,CHA HALLWAY/STAIRWELL/ELEVATOR,other,1
2017-01-07,CTA BUS,other,1
2017-01-07,PARK PROPERTY,outdoor,1
2017-01-07,RESIDENCE-GARAGE,other,5
2017-01-07,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,other,1
2017-01-07,OTHER,other,24
2017-01-07,HOSPITAL BUILDING/GROUNDS,other,2
2017-01-07,AIRPORT PARKING LOT,other,1
2017-01-07,RESIDENCE PORCH/HALLWAY,other,10
2017-01-07,AIRCRAFT,other,1
2017-01-07,CAR WASH,other,2
2017-01-07,ATM (AUTOMATIC TELLER MACHINE),other,2
2017-01-07,WAREHOUSE,other,2
2017-01-07,DRIVEWAY - RESIDENTIAL,outdoor,3
2017-01-07,CTA PLATFORM,other,2
2017-01-07,HOTEL/MOTEL,other,3
2017-01-08,DRIVEWAY - RESIDENTIAL,outdoor,7
2017-01-08,BAR OR TAVERN,indoor,8
2017-01-08,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,other,2
2017-01-08,NURSING HOME/RETIREMENT HOME,other,3
2017-01-08,APARTMENT,indoor,87
2017-01-08,HOSPITAL BUILDING/GROUNDS,other,3
2017-01-08,CTA STATION,other,1
2017-01-08,GAS STATION,outdoor,10
2017-01-08,RESIDENTIAL YARD (FRONT/BACK),other,9
2017-01-08,RESIDENCE-GARAGE,other,10
2017-01-08,DEPARTMENT STORE,indoor,7
2017-01-08,PARKING LOT/GARAGE(NON.RESID.),other,22
2017-01-08,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,other,3
2017-01-08,RESIDENCE,indoor,98
2017-01-08,OTHER,other,19
2017-01-08,CURRENCY EXCHANGE,indoor,1
2017-01-08,COMMERCIAL / BUSINESS OFFICE,indoor,1
2017-01-08,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,other,1
2017-01-08,STREET,outdoor,149
2017-01-08,VACANT LOT/LAND,other,2
2017-01-08,AIRCRAFT,other,1
2017-01-08,ABANDONED BUILDING,other,1
2017-01-08,CTA PLATFORM,other,2
2017-01-08,CONVENIENCE STORE,indoor,2
2017-01-08,GOVERNMENT BUILDING/PROPERTY,other,3
2017-01-08,RESIDENCE PORCH/HALLWAY,other,4
2017-01-08,"SCHOOL, PUBLIC, BUILDING",other,4
2017-01-08,DRUG STORE,indoor,3
2017-01-08,SMALL RETAIL STORE,indoor,10
2017-01-08,CHA APARTMENT,other,2
2017-01-08,RESTAURANT,indoor,16
2017-01-08,ALLEY,outdoor,12
2017-01-08,POLICE FACILITY/VEH PARKING LOT,other,1
2017-01-08,HOTEL/MOTEL,other,2
2017-01-08,GROCERY FOOD STORE,indoor,5
2017-01-08,FACTORY / MANUFACTURING BUILDING,other,1
2017-01-08,CTA BUS,other,1
2017-01-08,TAXICAB,other,2
2017-01-08,CTA TRAIN,other,8
2017-01-08,CTA BUS STOP,other,1
2017-01-08,SIDEWALK,outdoor,48
2017-01-08,SAVINGS AND LOAN,other,1
2017-01-08,OTHER RAILROAD PROP / TRAIN DEPOT,other,1
2017-01-08,VEHICLE NON-COMMERCIAL,other,11
2017-01-08,CTA GARAGE / OTHER PROPERTY,other,1
2017-01-08,TAVERN/LIQUOR STORE,other,1
2017-01-08,AIRPORT TERMINAL LOWER LEVEL - SECURE AREA,other,1
2017-01-08,DAY CARE CENTER,other,1
2017-01-09,CHA APARTMENT,other,1
2017-01-09,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,other,1
2017-01-09,BOWLING ALLEY,other,2
2017-01-09,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,other,1
2017-01-09,"SCHOOL, PUBLIC, BUILDING",other,17
2017-01-09,ATHLETIC CLUB,other,2
2017-01-09,GOVERNMENT BUILDING/PROPERTY,other,1
2017-01-09,GROCERY FOOD STORE,indoor,8
2017-01-09,CONVENIENCE STORE,indoor,4
2017-01-09,POOL ROOM,other,1
2017-01-09,VACANT LOT/LAND,other,2
2017-01-09,CHA HALLWAY/STAIRWELL/ELEVATOR,other,2
2017-01-09,ABANDONED BUILDING,other,1
2017-01-09,RESTAURANT,indoor,12
2017-01-09,ALLEY,outdoor,15
2017-01-09,SIDEWALK,outdoor,33
2017-01-09,HOTEL/MOTEL,other,2
2017-01-09,COMMERCIAL / BUSINESS OFFICE,indoor,7
2017-01-09,RESIDENCE-GARAGE,other,16
2017-01-09,POLICE FACILITY/VEH PARKING LOT,other,1
2017-01-09,CTA BUS STOP,other,1
2017-01-09,BANK,indoor,4
2017-01-09,AIRPORT TERMINAL LOWER LEVEL - SECURE AREA,other,1
2017-01-09,CTA TRAIN,other,4
2017-01-09,DEPARTMENT STORE,indoor,9
2017-01-09,AIRPORT/AIRCRAFT,other,1
2017-01-09,VEHICLE NON-COMMERCIAL,other,12
2017-01-09,LIBRARY,indoor,1
2017-01-09,CTA BUS,other,2
2017-01-09,GAS STATION,outdoor,9
2017-01-09,COLLEGE/UNIVERSITY GROUNDS,other,1
2017-01-09,AUTO,other,1
2017-01-09,OTHER (SPECIFY),other,1
2017-01-09,CHA PARKING LOT/GROUNDS,other,3
2017-01-09,CONSTRUCTION SITE,other,1
2017-01-09,STREET,outdoor,164
2017-01-09,PARK PROPERTY,outdoor,2
2017-01-09,RESIDENTIAL YARD (FRONT/BACK),other,6
2017-01-09,SMALL RETAIL STORE,indoor,24
2017-01-09,RESIDENCE PORCH/HALLWAY,other,15
2017-01-09,RESIDENCE,indoor,112
2017-01-09,"SCHOOL, PUBLIC, GROUNDS",other,2
2017-01-09,HOSPITAL BUILDING/GROUNDS,other,5
2017-01-09,AIRPORT TERMINAL MEZZANINE - NON-SECURE AREA,other,1
2017-01-09,PARKING LOT/GARAGE(NON.RESID.),other,24
2017-01-09,CTA STATION,other,8
2017-01-09,NURSING HOME/RETIREMENT HOME,other,2
2017-01-09,OTHER,other,42
2017-01-09,CURRENCY EXCHANGE,indoor,2
2017-01-09,CTA PLATFORM,other,2
2017-01-09,COIN OPERATED MACHINE,other,1
2017-01-09,JAIL / LOCK-UP FACILITY,other,1
2017-01-09,VEHICLE-COMMERCIAL,other,2
2017-01-09,DAY CARE CENTER,other,1
2017-01-09,APARTMENT,indoor,115
2017-01-09,TAXICAB,other,1
2017-01-10,CTA PLATFORM,other,2
2017-01-10,VACANT LOT/LAND,other,2
2017-01-10,VEHICLE-COMMERCIAL,other,1
2017-01-10,CONVENIENCE STORE,indoor,4
2017-01-10,VEHICLE NON-COMMERCIAL,other,7
2017-01-10,HOTEL/MOTEL,other,2
2017-01-10,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,other,3
2017-01-10,CURRENCY EXCHANGE,indoor,2
2017-01-10,RESIDENCE-GARAGE,other,21
2017-01-10,"SCHOOL, PRIVATE, BUILDING",other,2
2017-01-10,LIBRARY,indoor,2
2017-01-10,PARK PROPERTY,outdoor,1
2017-01-10,DRIVEWAY - RESIDENTIAL,outdoor,4
2017-01-10,SMALL RETAIL STORE,indoor,14
2017-01-10,HOSPITAL BUILDING/GROUNDS,other,3
2017-01-10,RESIDENTIAL YARD (FRONT/BACK),other,13
2017-01-10,STREET,outdoor,136
2017-01-10,CHA APARTMENT,other,2
2017-01-10,TAXICAB,other,2
2017-01-10,"SCHOOL, PUBLIC, BUILDING",other,12
2017-01-10,OTHER,other,36
2017-01-10,RESIDENCE PORCH/HALLWAY,other,9
2017-01-10,FACTORY/MANUFACTURING BUILDING,other,1
2017-01-10,GOVERNMENT BUILDING/PROPERTY,other,3
2017-01-10,BANK,indoor,4
2017-01-10,ATM (AUTOMATIC TELLER MACHINE),other,1
2017-01-10,RESTAURANT,indoor,20
2017-01-10,OTHER (SPECIFY),other,1
2017-01-10,GAS STATION,outdoor,14
2017-01-10,GROCERY FOOD STORE,indoor,8
2017-01-10,"SCHOOL, PUBLIC, GROUNDS",other,3
2017-01-10,DRUG STORE,indoor,4
2017-01-10,ATHLETIC CLUB,other,1
2017-01-10,POLICE FACILITY/VEH PARKING LOT,other,2
2017-01-10,RESIDENCE,indoor,154
2017-01-10,CHA PARKING LOT/GROUNDS,other,2
2017-01-10,APARTMENT,indoor,99
2017-01-10,POOL ROOM,other,1
2017-01-10,CTA TRAIN,other,4
2017-01-10,SIDEWALK,outdoor,30
2017-01-10,AIRCRAFT,other,1
2017-01-10,WAREHOUSE,other,1
2017-01-10,CTA STATION,other,1
2017-01-10,DEPARTMENT STORE,indoor,19
2017-01-10,CTA BUS,other,3
2017-01-10,ALLEY,outdoor,10
2017-01-10,PARKING LOT/GARAGE(NON.RESID.),other,26
2017-01-10,BAR OR TAVERN,indoor,2
2017-01-10,COMMERCIAL / BUSINESS OFFICE,indoor,3
2017-01-11,CONVENIENCE STORE,indoor,6
2017-01-11,CONSTRUCTION SITE,other,2
2017-01-11,BARBERSHOP,other,1
2017-01-11,"SCHOOL, PRIVATE, BUILDING",other,1
2017-01-11,TAXICAB,other,1
2017-01-11,BANK,indoor,3
2017-01-11,RESIDENCE,indoor,118
2017-01-11,VEHICLE NON-COMMERCIAL,other,7
2017-01-11,STREET,outdoor,146
2017-01-11,CURRENCY EXCHANGE,indoor,1
2017-01-11,NURSING HOME/RETIREMENT HOME,other,2
2017-01-11,RESIDENCE-GARAGE,other,13
2017-01-11,BAR OR TAVERN,indoor,2
2017-01-11,HOTEL/MOTEL,other,6
2017-01-11,ABANDONED BUILDING,other,3
2017-01-11,CTA STATION,other,4
2017-01-11,OTHER,other,33
2017-01-11,APARTMENT,indoor,88
2017-01-11,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,other,2
2017-01-11,COLLEGE/UNIVERSITY GROUNDS,other,1
2017-01-11,DRUG STORE,indoor,4
2017-01-11,"SCHOOL, PRIVATE, GROUNDS",other,1
2017-01-11,HOSPITAL BUILDING/GROUNDS,other,2
2017-01-11,MEDICAL/DENTAL OFFICE,other,2
